"ImageId","Label"
404,"0"
405,"9"
406,"1"
407,"6"
408,"9"
409,"8"
410,"6"
411,"0"
412,"7"
413,"6"
414,"8"
415,"8"
416,"0"
417,"0"
418,"0"
419,"8"
420,"6"
421,"6"
422,"6"
423,"6"
424,"8"
425,"8"
426,"0"
427,"6"
428,"0"
429,"7"
430,"6"
431,"6"
432,"7"
433,"6"
434,"3"
435,"0"
436,"3"
437,"6"
438,"6"
439,"6"
440,"0"
441,"6"
442,"6"
443,"8"
444,"6"
445,"6"
446,"7"
447,"7"
448,"6"
449,"2"
450,"6"
451,"7"
452,"3"
453,"6"
454,"7"
455,"9"
456,"8"
457,"6"
458,"8"
459,"2"
460,"7"
461,"6"
462,"7"
463,"6"
464,"7"
465,"5"
466,"6"
467,"6"
468,"5"
469,"7"
470,"0"
471,"7"
472,"6"
473,"5"
474,"6"
475,"6"
476,"8"
477,"7"
478,"6"
479,"1"
480,"6"
481,"7"
482,"6"
483,"6"
484,"0"
485,"7"
486,"6"
487,"6"
488,"6"
489,"3"
490,"6"
491,"0"
492,"6"
493,"6"
494,"7"
495,"7"
496,"7"
497,"6"
498,"9"
499,"0"
500,"7"
501,"6"
502,"6"
503,"7"
504,"7"
505,"5"
506,"2"
507,"6"
508,"0"
509,"7"
510,"6"
511,"0"
512,"6"
513,"6"
514,"0"
515,"2"
516,"8"
517,"7"
518,"6"
519,"6"
520,"6"
521,"7"
522,"1"
523,"7"
524,"0"
525,"6"
526,"0"
527,"9"
528,"6"
529,"0"
530,"0"
531,"0"
532,"7"
533,"1"
534,"6"
535,"6"
536,"7"
537,"6"
538,"6"
539,"6"
540,"0"
541,"2"
542,"0"
543,"6"
544,"0"
545,"7"
546,"7"
547,"7"
548,"0"
549,"6"
550,"6"
551,"6"
552,"6"
553,"7"
554,"8"
555,"6"
556,"7"
557,"6"
558,"7"
559,"1"
560,"2"
561,"7"
562,"3"
563,"0"
564,"3"
565,"6"
566,"6"
567,"8"
568,"0"
569,"1"
570,"7"
571,"7"
572,"7"
573,"8"
574,"6"
575,"7"
576,"8"
577,"7"
578,"6"
579,"6"
580,"7"
581,"6"
582,"0"
583,"2"
584,"8"
585,"3"
586,"8"
587,"8"
588,"0"
589,"6"
590,"7"
591,"6"
592,"6"
593,"6"
594,"7"
595,"0"
596,"6"
597,"6"
598,"6"
599,"7"
600,"6"
601,"6"
602,"0"
603,"2"
604,"0"
605,"0"
606,"2"
607,"6"
608,"6"
609,"0"
610,"6"
611,"9"
612,"6"
613,"6"
614,"6"
615,"6"
616,"6"
617,"7"
618,"1"
619,"6"
620,"6"
621,"6"
622,"6"
623,"5"
624,"5"
625,"6"
626,"6"
627,"7"
628,"7"
629,"7"
630,"0"
631,"6"
632,"0"
633,"6"
634,"6"
635,"7"
636,"8"
637,"0"
638,"6"
639,"6"
640,"8"
641,"6"
642,"6"
643,"5"
644,"0"
645,"0"
646,"7"
647,"7"
648,"6"
649,"6"
650,"2"
651,"6"
652,"6"
653,"6"
654,"8"
655,"0"
656,"6"
657,"8"
658,"6"
659,"7"
660,"6"
661,"7"
662,"8"
663,"6"
664,"7"
665,"7"
666,"8"
667,"0"
668,"6"
669,"8"
670,"6"
671,"7"
672,"6"
673,"8"
674,"6"
675,"2"
676,"0"
677,"7"
678,"6"
679,"6"
680,"0"
681,"6"
682,"2"
683,"7"
684,"3"
685,"8"
686,"0"
687,"7"
688,"6"
689,"2"
690,"6"
691,"6"
692,"6"
693,"7"
694,"0"
695,"3"
696,"7"
697,"6"
698,"5"
699,"6"
700,"6"
701,"0"
702,"5"
703,"6"
704,"7"
705,"6"
706,"7"
707,"6"
708,"1"
709,"7"
710,"1"
711,"6"
712,"6"
713,"0"
714,"2"
715,"6"
716,"0"
717,"6"
718,"5"
719,"6"
720,"2"
721,"7"
722,"0"
723,"3"
724,"7"
725,"7"
726,"6"
727,"6"
728,"6"
729,"6"
730,"7"
731,"6"
732,"6"
733,"2"
734,"6"
735,"6"
736,"0"
737,"1"
738,"6"
739,"0"
740,"6"
741,"0"
742,"6"
743,"6"
744,"6"
745,"6"
746,"7"
747,"7"
748,"7"
749,"7"
750,"6"
751,"2"
752,"5"
753,"9"
754,"6"
755,"7"
756,"7"
757,"7"
758,"6"
759,"6"
760,"6"
761,"7"
762,"8"
763,"6"
764,"3"
765,"7"
766,"6"
767,"7"
768,"6"
769,"0"
770,"6"
771,"6"
772,"7"
773,"6"
774,"0"
775,"0"
776,"1"
777,"0"
778,"0"
779,"6"
780,"6"
781,"8"
782,"7"
783,"7"
784,"6"
785,"6"
786,"6"
787,"6"
788,"6"
789,"6"
790,"6"
791,"6"
792,"7"
793,"7"
794,"6"
795,"6"
796,"6"
797,"0"
798,"6"
799,"0"
800,"2"
801,"0"
802,"6"
803,"6"
804,"6"
805,"7"
806,"6"
807,"5"
808,"6"
809,"2"
810,"6"
811,"2"
812,"6"
813,"0"
814,"6"
815,"6"
816,"6"
817,"7"
818,"2"
819,"0"
820,"6"
821,"9"
822,"6"
823,"5"
824,"3"
825,"7"
826,"7"
827,"7"
828,"1"
829,"6"
830,"8"
831,"6"
832,"8"
833,"6"
834,"0"
835,"0"
836,"0"
837,"6"
838,"0"
839,"5"
840,"1"
841,"7"
842,"2"
843,"7"
844,"6"
845,"3"
846,"6"
847,"8"
848,"6"
849,"2"
850,"6"
851,"6"
852,"6"
853,"0"
854,"6"
855,"0"
856,"6"
857,"7"
858,"6"
859,"7"
860,"6"
861,"7"
862,"2"
863,"0"
864,"8"
865,"6"
866,"2"
867,"0"
868,"6"
869,"0"
870,"6"
871,"6"
872,"6"
873,"3"
874,"6"
875,"0"
876,"6"
877,"7"
878,"0"
879,"7"
880,"7"
881,"0"
882,"6"
883,"6"
884,"7"
885,"7"
886,"6"
887,"0"
888,"0"
889,"6"
890,"9"
891,"0"
892,"9"
893,"7"
894,"7"
895,"2"
896,"6"
897,"6"
898,"6"
899,"7"
900,"0"
901,"7"
902,"6"
903,"7"
904,"0"
905,"6"
906,"7"
907,"6"
908,"0"
909,"0"
910,"7"
911,"0"
912,"3"
913,"6"
914,"8"
915,"0"
916,"6"
917,"7"
918,"6"
919,"0"
920,"0"
921,"6"
922,"1"
923,"6"
924,"6"
925,"6"
926,"9"
927,"0"
928,"7"
929,"6"
930,"6"
931,"6"
932,"3"
933,"6"
934,"5"
935,"7"
936,"0"
937,"0"
938,"6"
939,"6"
940,"6"
941,"6"
942,"7"
943,"6"
944,"0"
945,"6"
946,"6"
947,"6"
948,"7"
949,"5"
950,"2"
951,"6"
952,"8"
953,"2"
954,"6"
955,"1"
956,"9"
957,"6"
958,"6"
959,"2"
960,"0"
961,"0"
962,"6"
963,"0"
964,"7"
965,"7"
966,"6"
967,"0"
968,"6"
969,"2"
970,"0"
971,"8"
972,"6"
973,"7"
974,"1"
975,"7"
976,"9"
977,"8"
978,"7"
979,"6"
980,"6"
981,"8"
982,"6"
983,"2"
984,"0"
985,"9"
986,"3"
987,"7"
988,"6"
989,"8"
990,"6"
991,"6"
992,"6"
993,"7"
994,"6"
995,"6"
996,"5"
997,"7"
998,"7"
999,"7"
1000,"8"
1001,"6"
1002,"6"
1003,"7"
1004,"0"
1005,"7"
1006,"6"
1007,"6"
1008,"6"
1009,"6"
1010,"6"
1011,"6"
1012,"6"
1013,"9"
1014,"6"
1015,"0"
1016,"6"
1017,"7"
1018,"8"
1019,"6"
1020,"6"
1021,"0"
1022,"7"
1023,"6"
1024,"6"
1025,"6"
1026,"6"
1027,"0"
1028,"6"
1029,"0"
1030,"0"
1031,"7"
1032,"0"
1033,"7"
1034,"6"
1035,"6"
1036,"7"
1037,"2"
1038,"0"
1039,"6"
1040,"7"
1041,"6"
1042,"6"
1043,"0"
1044,"6"
1045,"0"
1046,"0"
1047,"8"
1048,"5"
1049,"6"
1050,"6"
1051,"9"
1052,"6"
1053,"0"
1054,"7"
1055,"0"
1056,"0"
1057,"0"
1058,"1"
1059,"7"
1060,"6"
1061,"7"
1062,"7"
1063,"6"
1064,"6"
1065,"1"
1066,"0"
1067,"8"
1068,"0"
1069,"7"
1070,"5"
1071,"2"
1072,"2"
1073,"7"
1074,"6"
1075,"0"
1076,"6"
1077,"1"
1078,"0"
1079,"6"
1080,"6"
1081,"7"
1082,"6"
1083,"2"
1084,"6"
1085,"6"
1086,"7"
1087,"6"
1088,"0"
1089,"0"
1090,"0"
1091,"0"
1092,"8"
1093,"9"
1094,"6"
1095,"2"
1096,"6"
1097,"7"
1098,"6"
1099,"0"
1100,"0"
1101,"6"
1102,"0"
1103,"6"
1104,"3"
1105,"6"
1106,"6"
1107,"6"
1108,"7"
1109,"7"
1110,"6"
1111,"0"
1112,"6"
1113,"2"
1114,"1"
1115,"0"
1116,"0"
1117,"7"
1118,"6"
1119,"0"
1120,"6"
1121,"5"
1122,"6"
1123,"0"
1124,"0"
1125,"6"
1126,"6"
1127,"7"
1128,"6"
1129,"0"
1130,"9"
1131,"7"
1132,"6"
1133,"6"
1134,"0"
1135,"8"
1136,"6"
1137,"6"
1138,"6"
1139,"7"
1140,"7"
1141,"6"
1142,"7"
1143,"2"
1144,"5"
1145,"9"
1146,"6"
1147,"8"
1148,"6"
1149,"6"
1150,"6"
1151,"6"
1152,"8"
1153,"7"
1154,"8"
1155,"6"
1156,"6"
1157,"7"
1158,"0"
1159,"7"
1160,"0"
1161,"2"
1162,"0"
1163,"7"
1164,"7"
1165,"6"
1166,"6"
1167,"6"
1168,"1"
1169,"6"
1170,"6"
1171,"6"
1172,"6"
1173,"6"
1174,"0"
1175,"7"
1176,"6"
1177,"7"
1178,"6"
1179,"3"
1180,"1"
1181,"6"
1182,"6"
1183,"2"
1184,"7"
1185,"0"
1186,"6"
1187,"5"
1188,"2"
1189,"0"
1190,"2"
1191,"0"
1192,"0"
1193,"8"
1194,"6"
1195,"6"
1196,"7"
1197,"2"
1198,"7"
1199,"2"
1200,"6"
1201,"7"
1202,"2"
1203,"0"
1204,"6"
1205,"6"
1206,"0"
1207,"2"
1208,"6"
1209,"5"
1210,"6"
1211,"6"
1212,"7"
1213,"2"
1214,"5"
1215,"6"
1216,"9"
1217,"0"
1218,"6"
1219,"6"
1220,"6"
1221,"7"
1222,"2"
1223,"7"
1224,"6"
1225,"1"
1226,"7"
1227,"8"
1228,"0"
1229,"6"
1230,"6"
1231,"6"
1232,"6"
1233,"0"
1234,"7"
1235,"7"
1236,"0"
1237,"8"
1238,"7"
1239,"7"
1240,"6"
1241,"7"
1242,"7"
1243,"0"
1244,"7"
1245,"0"
1246,"6"
1247,"3"
1248,"2"
1249,"7"
1250,"7"
1251,"7"
1252,"6"
1253,"7"
1254,"7"
1255,"7"
1256,"5"
1257,"7"
1258,"0"
1259,"6"
1260,"6"
1261,"7"
1262,"7"
1263,"7"
1264,"8"
1265,"6"
1266,"6"
1267,"7"
1268,"0"
1269,"6"
1270,"7"
1271,"0"
1272,"6"
1273,"0"
1274,"0"
1275,"0"
1276,"6"
1277,"7"
1278,"7"
1279,"0"
1280,"6"
1281,"0"
1282,"6"
1283,"0"
1284,"7"
1285,"8"
1286,"7"
1287,"0"
1288,"6"
1289,"6"
1290,"0"
1291,"0"
1292,"1"
1293,"7"
1294,"6"
1295,"6"
1296,"5"
1297,"6"
1298,"6"
1299,"2"
1300,"6"
1301,"7"
1302,"6"
1303,"0"
1304,"6"
1305,"6"
1306,"6"
1307,"6"
1308,"0"
1309,"7"
1310,"6"
1311,"6"
1312,"6"
1313,"9"
1314,"6"
1315,"1"
1316,"6"
1317,"0"
1318,"7"
1319,"2"
1320,"6"
1321,"2"
1322,"0"
1323,"6"
1324,"6"
1325,"0"
1326,"7"
1327,"6"
1328,"6"
1329,"6"
1330,"0"
1331,"1"
1332,"7"
1333,"0"
1334,"1"
1335,"0"
1336,"0"
1337,"0"
1338,"6"
1339,"0"
1340,"9"
1341,"7"
1342,"1"
1343,"0"
1344,"8"
1345,"1"
1346,"6"
1347,"5"
1348,"6"
1349,"6"
1350,"6"
1351,"6"
1352,"6"
1353,"0"
1354,"7"
1355,"0"
1356,"6"
1357,"8"
1358,"0"
1359,"1"
1360,"0"
1361,"6"
1362,"6"
1363,"2"
1364,"6"
1365,"6"
1366,"5"
1367,"6"
1368,"7"
1369,"7"
1370,"6"
1371,"8"
1372,"7"
1373,"6"
1374,"8"
1375,"6"
1376,"7"
1377,"0"
1378,"0"
1379,"6"
1380,"0"
1381,"7"
1382,"8"
1383,"9"
1384,"7"
1385,"0"
1386,"6"
1387,"7"
1388,"6"
1389,"6"
1390,"6"
1391,"7"
1392,"5"
1393,"6"
1394,"6"
1395,"2"
1396,"6"
1397,"0"
1398,"0"
1399,"8"
1400,"6"
1401,"0"
1402,"6"
1403,"2"
1404,"0"
1405,"2"
1406,"2"
1407,"5"
1408,"6"
1409,"6"
1410,"2"
1411,"7"
1412,"6"
1413,"0"
1414,"6"
1415,"7"
1416,"6"
1417,"3"
1418,"6"
1419,"6"
1420,"6"
1421,"5"
1422,"6"
1423,"2"
1424,"6"
1425,"8"
1426,"8"
1427,"6"
1428,"7"
1429,"8"
1430,"0"
1431,"6"
1432,"8"
1433,"6"
1434,"2"
1435,"7"
1436,"7"
1437,"6"
1438,"8"
1439,"7"
1440,"6"
1441,"6"
1442,"9"
1443,"6"
1444,"7"
1445,"1"
1446,"6"
1447,"6"
1448,"3"
1449,"7"
1450,"6"
1451,"6"
1452,"2"
1453,"6"
1454,"6"
1455,"2"
1456,"7"
1457,"8"
1458,"7"
1459,"7"
1460,"5"
1461,"7"
1462,"7"
1463,"6"
1464,"6"
1465,"2"
1466,"7"
1467,"7"
1468,"6"
1469,"0"
1470,"0"
1471,"2"
1472,"7"
1473,"7"
1474,"7"
1475,"2"
1476,"6"
1477,"0"
1478,"1"
1479,"7"
1480,"6"
1481,"6"
1482,"6"
1483,"0"
1484,"6"
1485,"0"
1486,"6"
1487,"6"
1488,"6"
1489,"2"
1490,"6"
1491,"8"
1492,"9"
1493,"6"
1494,"6"
1495,"7"
1496,"3"
1497,"0"
1498,"7"
1499,"7"
1500,"0"
1501,"0"
1502,"0"
1503,"7"
1504,"6"
1505,"7"
1506,"9"
1507,"7"
1508,"6"
1509,"0"
1510,"1"
1511,"9"
1512,"7"
1513,"6"
1514,"8"
1515,"7"
1516,"8"
1517,"2"
1518,"2"
1519,"8"
1520,"0"
1521,"0"
1522,"5"
1523,"6"
1524,"6"
1525,"1"
1526,"5"
1527,"7"
1528,"0"
1529,"3"
1530,"7"
1531,"8"
1532,"7"
1533,"8"
1534,"6"
1535,"3"
1536,"6"
1537,"6"
1538,"6"
1539,"7"
1540,"0"
1541,"7"
1542,"6"
1543,"7"
1544,"0"
1545,"6"
1546,"6"
1547,"6"
1548,"1"
1549,"0"
1550,"7"
1551,"0"
1552,"6"
1553,"6"
1554,"0"
1555,"6"
1556,"8"
1557,"7"
1558,"6"
1559,"6"
1560,"9"
1561,"5"
1562,"6"
1563,"0"
1564,"0"
1565,"6"
1566,"0"
1567,"1"
1568,"6"
1569,"5"
1570,"8"
1571,"0"
1572,"2"
1573,"6"
1574,"8"
1575,"2"
1576,"6"
1577,"6"
1578,"0"
1579,"6"
1580,"7"
1581,"6"
1582,"7"
1583,"7"
1584,"3"
1585,"7"
1586,"6"
1587,"8"
1588,"6"
1589,"0"
1590,"0"
1591,"2"
1592,"5"
1593,"2"
1594,"6"
1595,"8"
1596,"7"
1597,"6"
1598,"0"
1599,"0"
1600,"0"
1601,"7"
1602,"0"
1603,"0"
1604,"7"
1605,"9"
1606,"7"
1607,"5"
1608,"7"
1609,"6"
1610,"2"
1611,"6"
1612,"6"
1613,"0"
1614,"0"
1615,"0"
1616,"8"
1617,"6"
1618,"7"
1619,"6"
1620,"0"
1621,"0"
1622,"6"
1623,"8"
1624,"6"
1625,"6"
1626,"0"
1627,"7"
1628,"6"
1629,"6"
1630,"0"
1631,"6"
1632,"1"
1633,"7"
1634,"0"
1635,"6"
1636,"6"
1637,"1"
1638,"6"
1639,"6"
1640,"6"
1641,"0"
1642,"9"
1643,"0"
1644,"7"
1645,"6"
1646,"0"
1647,"6"
1648,"7"
1649,"7"
1650,"7"
1651,"6"
1652,"0"
1653,"6"
1654,"8"
1655,"6"
1656,"1"
1657,"7"
1658,"6"
1659,"1"
1660,"7"
1661,"7"
1662,"0"
1663,"7"
1664,"3"
1665,"2"
1666,"6"
1667,"6"
1668,"6"
1669,"7"
1670,"7"
1671,"6"
1672,"0"
1673,"7"
1674,"7"
1675,"7"
1676,"8"
1677,"7"
1678,"6"
1679,"7"
1680,"6"
1681,"6"
1682,"1"
1683,"6"
1684,"8"
1685,"6"
1686,"6"
1687,"7"
1688,"6"
1689,"7"
1690,"6"
1691,"2"
1692,"6"
1693,"6"
1694,"7"
1695,"0"
1696,"6"
1697,"6"
1698,"7"
1699,"6"
1700,"0"
1701,"6"
1702,"6"
1703,"7"
1704,"7"
1705,"0"
1706,"7"
1707,"6"
1708,"6"
1709,"8"
1710,"0"
1711,"0"
1712,"7"
1713,"7"
1714,"0"
1715,"6"
1716,"6"
1717,"0"
1718,"2"
1719,"9"
1720,"2"
1721,"6"
1722,"7"
1723,"7"
1724,"6"
1725,"7"
1726,"7"
1727,"0"
1728,"1"
1729,"6"
1730,"5"
1731,"2"
1732,"8"
1733,"0"
1734,"2"
1735,"7"
1736,"2"
1737,"8"
1738,"2"
1739,"0"
1740,"7"
1741,"7"
1742,"7"
1743,"0"
1744,"7"
1745,"6"
1746,"0"
1747,"7"
1748,"8"
1749,"7"
1750,"6"
1751,"0"
1752,"0"
1753,"6"
1754,"6"
1755,"7"
1756,"6"
1757,"7"
1758,"6"
1759,"6"
1760,"7"
1761,"2"
1762,"6"
1763,"2"
1764,"0"
1765,"9"
1766,"6"
1767,"7"
1768,"6"
1769,"2"
1770,"0"
1771,"6"
1772,"7"
1773,"6"
1774,"0"
1775,"2"
1776,"6"
1777,"0"
1778,"0"
1779,"2"
1780,"6"
1781,"1"
1782,"2"
1783,"7"
1784,"0"
1785,"6"
1786,"7"
1787,"6"
1788,"1"
1789,"7"
1790,"5"
1791,"7"
1792,"6"
1793,"6"
1794,"0"
1795,"8"
1796,"6"
1797,"0"
1798,"0"
1799,"0"
1800,"7"
1801,"3"
1802,"6"
1803,"0"
1804,"7"
1805,"6"
1806,"6"
1807,"7"
1808,"6"
1809,"6"
1810,"7"
1811,"2"
1812,"7"
1813,"7"
1814,"7"
1815,"7"
1816,"7"
1817,"0"
1818,"6"
1819,"5"
1820,"7"
1821,"6"
1822,"3"
1823,"5"
1824,"6"
1825,"3"
1826,"0"
1827,"0"
1828,"7"
1829,"7"
1830,"2"
1831,"6"
1832,"7"
1833,"0"
1834,"6"
1835,"0"
1836,"6"
1837,"0"
1838,"6"
1839,"7"
1840,"0"
1841,"6"
1842,"6"
1843,"7"
1844,"8"
1845,"0"
1846,"6"
1847,"0"
1848,"0"
1849,"8"
1850,"7"
1851,"6"
1852,"1"
1853,"6"
1854,"6"
1855,"7"
1856,"6"
1857,"6"
1858,"6"
1859,"6"
1860,"8"
1861,"6"
1862,"0"
1863,"6"
1864,"6"
1865,"3"
1866,"6"
1867,"0"
1868,"7"
1869,"8"
1870,"3"
1871,"2"
1872,"7"
1873,"0"
1874,"0"
1875,"2"
1876,"0"
1877,"7"
1878,"2"
1879,"6"
1880,"0"
1881,"7"
1882,"6"
1883,"7"
1884,"2"
1885,"0"
1886,"6"
1887,"8"
1888,"7"
1889,"6"
1890,"0"
1891,"6"
1892,"0"
1893,"7"
1894,"6"
1895,"1"
1896,"6"
1897,"7"
1898,"7"
1899,"6"
1900,"6"
1901,"0"
1902,"0"
1903,"0"
1904,"7"
1905,"7"
1906,"6"
1907,"8"
1908,"1"
1909,"0"
1910,"6"
1911,"0"
1912,"6"
1913,"1"
1914,"6"
1915,"6"
1916,"0"
1917,"6"
1918,"7"
1919,"6"
1920,"3"
1921,"7"
1922,"6"
1923,"6"
1924,"6"
1925,"6"
1926,"6"
1927,"7"
1928,"6"
1929,"8"
1930,"6"
1931,"7"
1932,"7"
1933,"6"
1934,"6"
1935,"6"
1936,"0"
1937,"2"
1938,"1"
1939,"6"
1940,"2"
1941,"6"
1942,"6"
1943,"0"
1944,"0"
1945,"1"
1946,"6"
1947,"2"
1948,"6"
1949,"6"
1950,"7"
1951,"0"
1952,"7"
1953,"6"
1954,"6"
1955,"7"
1956,"7"
1957,"8"
1958,"5"
1959,"0"
1960,"8"
1961,"0"
1962,"7"
1963,"6"
1964,"6"
1965,"1"
1966,"6"
1967,"6"
1968,"2"
1969,"9"
1970,"0"
1971,"0"
1972,"6"
1973,"1"
1974,"6"
1975,"0"
1976,"1"
1977,"7"
1978,"6"
1979,"2"
1980,"0"
1981,"6"
1982,"0"
1983,"0"
1984,"6"
1985,"7"
1986,"5"
1987,"7"
1988,"6"
1989,"6"
1990,"5"
1991,"6"
1992,"6"
1993,"7"
1994,"6"
1995,"7"
1996,"0"
1997,"7"
1998,"1"
1999,"0"
2000,"0"
2001,"7"
2002,"0"
2003,"6"
2004,"5"
2005,"7"
2006,"0"
2007,"7"
2008,"2"
2009,"7"
2010,"6"
2011,"7"
2012,"6"
2013,"7"
2014,"6"
2015,"6"
2016,"6"
2017,"1"
2018,"8"
2019,"6"
2020,"6"
2021,"6"
2022,"3"
2023,"7"
2024,"6"
2025,"2"
2026,"6"
2027,"9"
2028,"7"
2029,"6"
2030,"6"
2031,"6"
2032,"0"
2033,"6"
2034,"6"
2035,"6"
2036,"7"
2037,"0"
2038,"0"
2039,"7"
2040,"8"
2041,"6"
2042,"6"
2043,"0"
2044,"6"
2045,"9"
2046,"6"
2047,"0"
2048,"6"
2049,"7"
2050,"6"
2051,"7"
2052,"6"
2053,"5"
2054,"7"
2055,"6"
2056,"0"
2057,"6"
2058,"0"
2059,"2"
2060,"6"
2061,"7"
2062,"9"
2063,"6"
2064,"7"
2065,"6"
2066,"7"
2067,"6"
2068,"5"
2069,"3"
2070,"6"
2071,"7"
2072,"7"
2073,"7"
2074,"8"
2075,"6"
2076,"8"
2077,"0"
2078,"7"
2079,"6"
2080,"8"
2081,"6"
2082,"6"
2083,"7"
2084,"6"
2085,"0"
2086,"2"
2087,"0"
2088,"8"
2089,"7"
2090,"5"
2091,"1"
2092,"2"
2093,"7"
2094,"8"
2095,"2"
2096,"6"
2097,"6"
2098,"9"
2099,"7"
2100,"7"
2101,"0"
2102,"7"
2103,"7"
2104,"7"
2105,"7"
2106,"6"
2107,"0"
2108,"6"
2109,"6"
2110,"7"
2111,"7"
2112,"6"
2113,"6"
2114,"7"
2115,"6"
2116,"6"
2117,"6"
2118,"7"
2119,"6"
2120,"0"
2121,"6"
2122,"6"
2123,"6"
2124,"6"
2125,"7"
2126,"6"
2127,"6"
2128,"7"
2129,"6"
2130,"6"
2131,"7"
2132,"6"
2133,"6"
2134,"8"
2135,"7"
2136,"8"
2137,"8"
2138,"7"
2139,"5"
